MATCHUP STATISTICS
Bot1,Bot2,TotalGames,Bot1Wins,Bot2Wins,Bot1Winrate,Bot2Winrate,TotalShots,AverageShotsPerGame,TotalHits,TotalMisses,Accuracy,AverageTurnsToWin
Random,Random,100000,50325,49675,50.3250,49.6750,18420800,184.2080,3193231,15227569,17.3349,92.9131
Random,EdgeBias,100000,49794,50206,49.7940,50.2060,18172597,181.7260,3127647,15044950,17.2108,91.9990
Random,CenterBias,100000,46078,53922,46.0780,53.9220,18222751,182.2275,3183413,15039338,17.4694,91.9690
Random,Checkerboard,100000,50225,49775,50.2250,49.7750,18462598,184.6260,3197901,15264697,17.3210,93.0979
Random,HuntTarget,100000,2712,97288,2.7120,97.2880,12096688,120.9669,2657948,9438740,21.9725,63.9452
EdgeBias,Random,100000,50255,49745,50.2550,49.7450,18171555,181.7156,3127368,15044187,17.2102,91.9941
EdgeBias,EdgeBias,100000,49983,50017,49.9830,50.0170,17922863,179.2286,3056014,14866849,17.0509,91.1094
EdgeBias,CenterBias,100000,46344,53656,46.3440,53.6560,17987420,179.8742,3115398,14872022,17.3199,91.1316
EdgeBias,Checkerboard,100000,50624,49376,50.6240,49.3760,18213948,182.1395,3133504,15080444,17.2039,92.1751
EdgeBias,HuntTarget,100000,4043,95957,4.0430,95.9570,11928828,119.2883,2506485,9422343,21.0120,63.8627
CenterBias,Random,100000,54239,45761,54.2390,45.7610,18228476,182.2848,3183019,15045457,17.4618,91.9985
CenterBias,EdgeBias,100000,53523,46477,53.5230,46.4770,17981935,179.8193,3114098,14867837,17.3179,91.1115
CenterBias,CenterBias,100000,50050,49950,50.0500,49.9500,18047843,180.4784,3180257,14867586,17.6213,91.1076
CenterBias,Checkerboard,100000,54774,45226,54.7740,45.2260,18265765,182.6576,3187881,15077884,17.4528,92.1620
CenterBias,HuntTarget,100000,3993,96007,3.9930,96.0070,12185366,121.8537,2751673,9433693,22.5818,63.9199
Checkerboard,Random,100000,49569,50431,49.5690,50.4310,18458925,184.5892,3197560,15261365,17.3226,93.0799
Checkerboard,EdgeBias,100000,49285,50715,49.2850,50.7150,18216485,182.1649,3134302,15082183,17.2059,92.1869
Checkerboard,CenterBias,100000,45205,54795,45.2050,54.7950,18271891,182.7189,3188472,15083419,17.4501,92.1895
Checkerboard,Checkerboard,100000,49884,50116,49.8840,50.1160,18505965,185.0597,3203165,15302800,17.3088,93.2877
Checkerboard,HuntTarget,100000,2590,97410,2.5900,97.4100,12102008,121.0201,2659828,9442180,21.9784,63.9626
HuntTarget,Random,100000,97199,2801,97.1990,2.8010,12092835,120.9283,2657226,9435609,21.9736,63.9298
HuntTarget,EdgeBias,100000,96059,3941,96.0590,3.9410,11924768,119.2477,2508555,9416213,21.0365,63.8332
HuntTarget,CenterBias,100000,96033,3967,96.0330,3.9670,12169888,121.6989,2750205,9419683,22.5984,63.8508
HuntTarget,Checkerboard,100000,97458,2542,97.4580,2.5420,12107276,121.0728,2659660,9447616,21.9675,63.9892
HuntTarget,HuntTarget,100000,49815,50185,49.8150,50.1850,10680499,106.8050,2970996,7709503,27.8170,55.3018

STRATEGY RANKING
Rank,Strategy,Games,Wins,Losses,Winrate,Shots,Hits,Misses,Accuracy,AverageWinnerShots,AverageShotsPerGame
1,HuntTarget,1000000,873411,126589,87.3411,61772070,16521234,45250836,26.7455,62.2642,61.7721
2,CenterBias,1000000,432869,567131,43.2869,84252871,14932053,69320818,17.7229,91.2135,84.2529
3,EdgeBias,1000000,402605,597395,40.2605,83269133,13938497,69330636,16.7391,90.6771,83.2691
4,Random,1000000,397547,602453,39.7547,84686875,14620908,70065967,17.2647,92.8821,84.6869
5,Checkerboard,1000000,393568,606432,39.3568,84859024,14633114,70225910,17.2440,93.2826,84.8590

HIT MATRIX 10x10
341335,471715,632270,672677,754184,714867,710365,599235,499063,323536
472618,625950,702058,797725,785675,830729,756089,737458,593852,497959
631805,696971,857760,868425,936812,886543,915716,814017,739135,599506
673713,797779,868848,944900,886665,966417,888149,911354,756934,710609
751883,784438,941885,907524,905001,862021,951363,891967,831791,711660
712518,834092,889700,916782,830549,867936,852694,933198,790335,752334
711051,758953,910539,892073,929586,893026,948882,864540,801369,672309
597920,739958,812292,913467,893195,930060,867874,855024,697937,630697
498315,595091,740382,759010,833039,788345,802636,699552,629140,472099
323702,499544,599111,709695,714403,753311,672170,631553,471984,340883
